Sample_ID,class,miR-30a-5p,miR-429,miR-519a-3p,miR-212-3p,miR-542-5p,miR-329-3p,miR-424-3p,miR-216a-3p,miR-128-3p,miR-20b-5p,miR-20a-5p,miR-410-3p,miR-335-3p,miR-339-3p,miR-205-5p,miR-210-3p,miR-92b-3p,miR-216a-5p,miR-216b-5p,miR-124-3p,miR-23c,miR-124-5p,miR-6727-5p,miR-1251-3p,miR-22-3p,miR-216b-3p,miR-4423-5p,miR-4423-3p,miR-222-3p,miR-5010-3p,miR-219a-1-3p,miR-4324,miR-217,miR-320e,miR-6738-5p,miR-92a-3p,miR-200b-3p,miR-141-3p,miR-141-5p,miR-195-3p,miR-34c-5p,miR-1915-3p,miR-375,miR-139-5p,miR-30a-3p,miR-15b-3p,miR-17-3p,miR-17-5p,miR-6516-3p,miR-6516-5p,miR-182-5p,miR-7-2-3p,miR-200c-3p,miR-139-3p,miR-34c-3p,miR-200a-5p,miR-200a-3p,miR-1307-5p,miR-19b-3p,miR-130b-5p,miR-346,miR-138-5p,miR-19b-1-5p,miR-769-5p,miR-19a-3p,miR-34a-5p,miR-34b-3p,miR-34b-5p,miR-135a-5p,miR-132-3p,miR-1237-5p,miR-328-3p,miR-491-5p,miR-676-3p,miR-29a-3p,miR-1180-3p,miR-3182,miR-106b-5p,miR-106b-3p,miR-101-5p,miR-101-3p,miR-873-5p,miR-96-5p,miR-301b,miR-30c-5p,miR-30c-2-3p,miR-887-3p,miR-4705,miR-93-3p,miR-93-5p,miR-30b-5p,miR-4636,miR-31-5p,miR-487a-3p,miR-183-5p,miR-3180-3p,miR-2681-3p,miR-488-5p,miR-25-3p,miR-25-5p
108-7316-3556_1,LGAT,8622,10,0,83,77,624,67,1,15166,1299,2013,389,4,36,1,324,6283,8,2,28923,327,151,1708,3,15431,0,0,4,2545,19,3,1435,12,774,161,6334,42,24,3,34,98,230,17,641,707,21,270,2336,31,115,25,9,22,19,28,4,62,78,6572,146,336,4876,20,220,1637,5741,93,80,107,906,2773,2129,188,0,26655,187,110,2462,120,210,5601,25,17,63,17576,74,169,40,127,2459,10535,17,438,193,5,71,17,47,2312,9
108-7316-3561_1,LGAT,7173,4,0,77,95,369,64,1,13979,856,997,280,4,33,2,189,4656,16,7,21494,196,79,1365,0,17004,0,3,2,4016,20,0,1070,18,499,80,3806,21,21,1,52,98,181,3,581,602,29,188,1424,19,69,11,10,21,24,17,0,16,79,4278,88,297,4198,9,188,1052,5902,79,67,118,723,3222,1511,182,3,23077,137,63,1733,70,120,4357,7,10,71,14700,74,88,49,63,1694,8835,10,372,155,5,57,14,40,1587,12
108-7316-3566_1,LGAT,6033,4,0,119,170,287,62,0,12351,1186,1126,300,12,58,3,127,5542,23,9,214,210,8,758,0,16869,0,0,4,4524,10,3,1787,15,471,23,4639,17,18,1,58,111,96,0,418,374,16,157,1950,14,83,8,5,10,25,7,5,30,97,5997,174,362,4209,27,194,1450,12481,106,149,116,937,1240,2032,207,0,37293,208,28,2853,160,58,3139,0,8,54,12525,41,49,97,127,2643,11424,16,168,136,1,48,24,71,2714,10
108-7316-3570_1,LGAT,12035,2,6,113,90,522,84,2,25802,1042,1337,425,6,31,7,159,6460,62,11,29922,163,113,1948,2,16786,0,3,14,9533,23,1,1050,30,446,171,4434,40,32,0,37,910,150,2,3277,1034,13,289,1775,32,194,283,13,22,124,77,0,35,84,6124,109,95,4602,17,380,1400,12834,139,287,90,1444,2633,1634,294,1,29225,236,20,1937,71,183,5172,227,603,63,24024,144,93,34,83,1965,11816,6,1829,114,204,96,12,72,1791,9
108-7316-891_1,LGAT,5544,3,1,49,7,577,5,74,22983,4045,10513,788,5,51,1,585,4376,8469,4581,67201,180,329,1154,0,5568,63,0,4,373,16,3,413,3558,864,86,14422,26,11,0,128,24,173,6,675,252,72,1153,9155,28,138,24,9,7,42,1,1,22,73,28438,584,35,340,154,588,7722,849,58,8,12,768,2696,734,159,3,3813,106,4,8800,363,480,12171,36,38,232,14009,31,62,50,268,8411,12052,1,33,134,14,83,14,12,8026,40
108-7316-344_1,LGAT,5378,4,0,76,169,295,82,0,11327,1574,3200,212,4,33,3,216,5313,3,0,323,118,26,1602,0,12311,0,0,1,2406,11,4,1116,9,463,103,6553,23,24,1,38,75,123,0,783,403,32,227,3278,23,88,154,5,14,38,5,1,30,54,9096,100,154,5034,14,114,2237,8275,39,80,50,687,1890,1337,172,2,23890,98,27,4578,253,90,4125,1,104,41,10945,54,55,62,117,3956,7573,17,141,115,41,40,8,50,4894,13
108-7316-217_1,LGAT,8284,28,13,186,112,997,104,0,21983,843,1193,769,4,46,8,330,7657,10,0,23078,143,98,1230,0,17067,0,38,34,4934,21,0,1090,4,468,69,4379,76,26,1,35,75,99,7,4690,706,30,183,1462,19,59,128,26,19,213,4,4,86,111,5676,122,217,6791,11,443,1481,7603,60,74,87,1996,1271,2374,325,3,22825,405,35,2058,103,145,5008,222,250,131,19010,87,314,15,75,1722,8278,6,332,215,76,39,6,93,1847,8
108-7316-368_1,LGAT,13143,13,5,227,383,652,283,4,23910,2472,3231,447,13,53,8,339,8880,133,68,1312,264,31,1806,1,27499,5,8,3,8775,21,10,2070,49,992,198,9265,34,29,5,71,87,153,9,914,1122,68,644,4358,72,327,17,9,22,61,13,5,51,124,16546,367,344,12455,67,264,4365,8463,82,96,59,1781,3710,2331,265,9,49764,161,76,5531,248,220,7423,2,22,228,25536,120,116,167,159,4616,20210,43,542,238,11,114,46,93,3973,32
108-7316-898_1,LGAT,7569,2,4,121,83,242,98,1,6439,1756,3641,196,7,39,7,1332,5469,9,1,363,193,22,1914,0,22945,2,1,2,17738,18,2,1675,12,764,174,6544,24,26,4,69,121,161,3,292,494,42,352,3698,32,107,73,7,36,19,23,3,26,83,8746,157,282,2969,18,113,2693,10554,92,133,7,1013,1824,1162,138,10,37594,134,95,4232,165,152,7103,2,48,79,14543,68,31,84,103,3267,10240,18,569,101,10,38,36,37,3821,26
108-7316-20_1,LGAT,9290,9,1,232,240,692,135,0,24180,1458,1886,502,18,57,2,218,4761,4,3,803,192,25,1555,0,17676,0,2,1,7261,24,2,2999,14,855,218,5926,18,10,5,77,55,173,0,840,654,32,346,2534,49,185,9,2,7,44,4,7,22,130,9702,319,334,5459,39,192,2605,8986,230,113,38,1742,2073,3180,228,9,35346,113,27,3081,169,141,4552,2,5,148,17180,104,92,122,109,2435,17058,47,64,242,9,67,41,69,2212,12
108-7316-235_1,LGAT,5836,9,0,104,223,374,277,0,2042,1715,2667,356,6,36,4,295,4577,2,0,273,189,8,2798,0,20568,0,3,4,30403,13,3,958,6,330,68,6319,27,26,2,37,55,228,0,431,372,55,369,3170,33,122,89,0,20,11,4,0,29,68,11390,211,70,599,31,114,3090,6590,96,70,25,864,3787,742,152,0,19893,136,11,3450,137,64,4229,5,84,127,10650,36,73,37,84,2471,8620,7,228,168,30,84,9,29,3138,5
108-7316-162_1,LGAT,7574,4,0,47,46,437,30,0,19100,847,1182,323,4,50,2,311,3542,7,0,38440,153,145,1245,2,13375,0,3,4,2518,6,0,1040,5,694,114,3472,20,18,0,41,94,142,3,410,613,30,176,1604,17,73,9,8,14,21,16,0,18,67,4957,65,204,2900,4,183,1179,5657,45,68,55,563,2134,1278,191,0,26848,150,56,2358,100,184,5659,7,15,35,15345,75,56,73,56,1887,9971,14,548,125,4,53,17,51,2136,10
108-7316-148_1,LGAT,11413,4,3,115,36,865,47,2,27298,813,1166,555,4,50,1,525,8834,13,2,82500,191,308,679,3,21457,0,13,18,1891,15,2,1205,9,765,42,4868,26,61,1,59,3048,62,161,1390,917,9,243,1516,18,61,10,21,49,59,235,1,27,77,5689,141,213,4351,30,329,1480,6476,233,748,270,1096,1221,2245,329,3,30983,324,37,2209,91,289,9029,24,10,94,24728,109,111,92,83,1884,17418,2,1116,276,6,32,21,56,1873,4
108-7316-168_1,LGAT,7706,4,0,76,111,416,89,1,12781,1059,1356,478,6,37,1,571,6097,3,0,2058,155,31,985,0,19220,0,2,1,12712,14,4,1221,8,556,56,5058,20,18,0,62,74,128,0,400,602,40,244,1653,23,74,7,3,17,18,14,2,26,61,7273,140,182,4902,25,167,1732,10421,61,86,7,658,1333,1606,216,3,35491,200,15,2691,112,154,4823,2,11,99,14994,62,60,99,87,1967,13856,22,168,168,3,45,12,50,2540,8
108-7316-472_1,LGAT,11392,4,1,239,233,464,230,0,13069,1672,2170,329,16,43,9,178,9679,29,9,714,281,16,721,0,26879,0,5,22,26591,25,5,1841,7,649,19,7351,30,24,0,55,43,63,2,681,942,20,355,2854,40,171,19,4,12,24,7,1,42,87,10422,254,350,8147,33,193,2525,12589,37,110,206,1784,893,1921,227,7,41943,220,80,3206,166,125,5152,21,26,118,22372,119,54,74,126,3100,13624,28,282,196,13,41,16,61,2921,23
108-7316-175_1,LGAT,12782,51,25,69,58,243,71,34,7624,1374,1942,184,23,41,23,417,8610,26,41,71,336,27,561,19,27560,24,37,32,8026,45,41,2072,43,519,83,6643,90,83,33,131,269,112,32,537,972,66,369,2385,35,69,30,24,78,35,68,45,114,105,9081,121,162,4639,41,184,2585,17694,105,231,39,423,2655,1498,212,35,36070,308,30,2536,137,235,7391,26,40,92,27939,134,90,122,133,2374,13369,39,86,91,35,98,35,77,2922,34
108-7316-449_1,LGAT,11114,24,0,59,36,542,44,0,15348,1113,1994,290,4,39,5,415,9470,7,2,35417,250,151,1829,1,17337,0,5,9,1238,13,0,1570,10,791,257,6869,83,49,0,50,105,229,22,471,821,12,266,2295,17,79,17,8,27,11,9,3,118,86,7296,125,138,2895,29,186,2169,5440,97,73,136,711,7404,1839,236,6,26277,263,58,2633,131,237,8877,18,18,67,22909,92,149,37,102,2507,12479,9,744,140,12,185,18,27,2607,13
108-7316-495_1,LGAT,7599,1,3,105,162,397,99,0,13636,1084,1484,280,10,30,5,153,3996,5,2,13526,188,26,2047,1,15470,0,2,7,3330,11,1,2065,10,653,347,4286,14,17,1,50,56,294,13,411,517,38,238,1801,20,96,19,8,17,25,2,1,12,83,6825,132,180,4315,21,133,1815,5825,116,111,89,902,7105,1230,146,2,25646,119,108,2299,103,139,6161,2,13,75,14006,77,35,68,85,1830,11829,14,374,136,8,150,29,38,1961,16
108-7316-1845_1,LGAT,4858,2,1,337,11,387,20,1,10193,1135,2038,254,16,58,3,1547,1646,6,0,992,260,8,1932,0,12271,0,1,0,5638,10,2,2111,8,399,89,3882,12,32,0,40,66,301,0,742,345,42,179,2420,29,76,41,10,35,22,6,2,38,99,6182,160,247,5654,18,118,1861,6570,86,99,10,2648,1688,1506,292,2,33636,238,23,4822,218,59,2939,2,45,56,9093,48,22,141,140,4215,9706,49,148,223,14,40,24,39,3201,22
108-7316-222_1,LGAT,14721,5,0,285,246,402,226,1,11302,1450,1580,758,19,45,4,1915,7600,19,1,1497,147,31,2801,1,17089,0,4,4,21442,30,5,2791,15,1411,223,6677,23,33,2,54,168,324,0,474,1393,65,258,2385,63,234,14,4,12,26,25,2,27,115,7832,160,222,4792,22,177,1854,9246,143,117,14,2168,2815,1978,182,3,56034,399,39,4359,226,130,5220,0,12,115,22824,156,88,67,143,3252,15405,24,480,362,7,58,16,86,3207,24
108-7316-332_1,LGAT,7911,10,2,129,306,602,216,1,16228,1427,1550,322,8,54,6,249,4973,5,1,589,198,30,1199,0,15034,1,2,2,6634,7,2,1686,11,607,56,5741,14,14,2,55,66,87,1,371,621,40,381,2319,24,152,9,7,6,17,6,2,17,81,9699,207,235,8012,28,171,2184,6473,86,88,16,1308,1205,2081,181,3,33791,96,29,2884,167,142,4679,0,16,112,15237,53,78,84,99,2283,13027,41,228,199,5,26,20,59,2333,9
108-7316-121_1,LGAT,10424,5,0,143,221,433,212,0,12718,1433,1636,271,11,51,3,198,7793,6,3,173,241,13,1879,1,20502,0,5,6,7013,14,0,1959,6,568,126,6394,29,9,2,58,122,168,0,421,846,31,330,2322,20,86,13,5,6,35,24,3,40,66,8876,182,260,7803,18,184,2122,11278,91,126,9,1240,1819,2162,297,4,35561,154,36,2834,144,165,6152,1,14,86,19199,95,62,100,105,2522,14546,29,136,132,10,47,23,62,2223,27
108-7316-957_1,LGAT,21650,10,3,306,411,805,281,1,21808,2505,3282,513,17,73,8,2739,17401,14,1,374,444,18,3305,3,39943,0,12,13,27334,9,2,3561,15,1162,231,14221,60,40,2,121,163,315,0,983,1797,103,588,4268,46,171,33,9,24,34,24,8,65,182,16654,343,399,13835,72,301,4503,18151,199,233,20,1892,6240,3363,496,5,68059,370,81,6140,290,302,12799,0,27,160,38177,215,126,230,226,4772,25083,85,544,241,12,151,60,129,5804,25
108-7316-499_1,LGAT,7407,3,0,104,180,460,158,0,5239,1279,1706,575,18,44,6,172,8461,6,0,186,338,12,2174,1,14237,1,15,29,59173,15,6,2180,8,748,165,7702,13,30,2,38,121,194,2,294,494,44,367,2153,47,214,17,8,24,16,13,2,20,75,8527,175,147,570,37,162,1978,14824,109,187,67,797,4029,1404,139,4,29439,205,49,3057,157,102,4572,2,15,68,14551,43,69,121,66,2008,13618,16,900,225,9,112,25,37,2850,30
108-7316-345_1,LGAT,11117,5,0,184,369,719,279,0,24764,1618,1709,524,10,40,9,166,9541,2,1,218,158,23,995,0,19995,0,2,0,9602,13,0,1683,9,755,53,6805,24,16,1,93,178,114,1,865,872,41,389,2481,23,138,5,9,15,40,19,3,26,141,11266,253,402,9478,40,273,2634,12650,82,107,12,1277,1652,3214,409,8,45896,225,8,3892,189,194,6117,1,6,135,22055,86,82,143,139,2956,20190,43,129,291,2,52,38,117,2762,17
108-7316-932_1,LGAT,15125,8,1,48,13,75,15,2,3950,1301,2309,81,2,43,0,150,12974,15,1,2096,58,24,966,0,16136,0,15,17,12738,18,1,874,15,467,39,6852,59,76,2,39,69,42,1,394,1333,28,356,2253,45,245,13,3,35,11,10,2,79,67,8369,135,107,522,33,126,1869,12347,58,84,153,555,1418,1649,92,0,31381,275,4,2516,87,176,5264,8,32,59,27061,190,146,55,73,2479,11649,11,94,30,9,137,16,115,2320,10
108-7316-2172_1,LGAT,8928,3,0,143,270,459,152,0,14127,1107,1561,330,5,35,10,169,6580,1,5,636,81,27,1553,3,19019,0,8,4,23582,24,3,911,12,456,106,4767,27,22,4,33,82,206,0,344,810,20,279,1765,32,137,42,11,10,5,8,0,30,90,8017,181,327,4564,33,161,1953,12869,70,87,16,961,2358,1798,225,6,33013,141,13,2788,125,124,3652,2,24,108,17602,79,46,99,97,2322,13104,26,165,174,5,58,22,65,1949,8
108-7316-2184_1,LGAT,14152,9,2,195,219,471,188,0,14998,1392,2207,387,6,46,8,215,13364,28,8,369,156,12,969,0,27596,0,1,4,22592,16,0,1210,25,778,31,7834,28,27,0,74,104,85,1,688,1294,27,382,2550,25,137,9,10,10,22,16,3,35,100,9954,256,218,8610,29,200,2581,10728,49,84,22,1652,3036,2107,260,4,47374,241,21,3932,177,194,5175,1,16,171,25710,161,67,107,128,3482,17054,38,260,183,2,46,28,75,3341,13
108-7316-485_1,LGAT,12681,4,0,116,93,344,84,0,12266,1327,1846,344,4,41,6,376,12233,10,7,80,129,5,583,1,22585,0,6,13,48190,27,2,1294,11,621,44,7840,30,22,4,48,79,74,2,405,1096,31,324,2287,26,130,9,3,24,16,14,1,34,100,9636,229,267,3686,25,198,2217,13473,64,81,33,791,1650,2485,226,4,40455,287,3,3269,174,175,4843,0,10,70,23867,126,53,104,110,2789,15887,18,387,128,0,51,29,65,3505,19
108-7316-880_1,LGAT,5783,4,1,56,32,209,53,0,5905,1490,2369,222,0,23,1,223,16875,19,5,3417,166,18,140,2,10810,0,2,8,1499,9,4,2637,5,544,7,9209,23,27,0,90,50,19,1,740,405,37,426,3011,15,74,1015,9,12,20,10,0,35,58,8565,217,207,678,40,186,2159,3766,9,26,366,727,207,1203,120,6,10716,327,4,3426,178,131,3748,27,1490,152,17588,34,369,5,177,4022,9145,7,306,71,420,5,1,65,3091,9
108-7316-362_1,LGAT,9385,9,2,102,96,198,130,2,9151,1476,2267,191,8,43,5,268,7091,98,8,1407,163,15,1324,0,25176,0,3,6,14012,21,2,1117,38,592,105,5874,64,61,1,84,257,132,3,1030,800,23,333,2651,19,95,12,4,32,38,36,2,83,69,9106,139,210,4045,34,164,2051,8135,81,115,22,666,1572,1627,131,3,34420,200,18,3084,133,176,5525,12,21,66,19133,80,109,91,125,3000,11207,13,930,85,7,46,14,52,2947,12
108-7316-117_1,LGAT,7951,5,2,70,202,536,140,0,17826,1083,1672,305,6,35,4,148,5404,4,0,427,174,26,1399,1,14041,0,5,10,3226,17,0,1934,7,608,137,5180,24,19,0,47,29,137,2,765,495,27,223,1964,28,148,64,16,14,30,1,0,26,97,7112,169,205,3839,19,151,1838,11293,86,113,38,544,3818,2242,143,8,30226,156,39,2971,116,153,5120,0,51,80,15426,72,63,93,124,2321,15016,29,151,173,16,70,23,65,2889,9
108-7316-134_1,LGAT,7420,6,2,122,201,306,128,0,11372,1436,2032,495,7,43,4,270,6404,11,4,259,158,3,1644,0,25528,0,3,8,8332,19,4,1123,12,425,113,5366,45,28,0,57,294,170,6,700,618,33,240,2517,18,130,31,5,18,19,35,2,48,79,8405,215,296,7966,18,159,1961,9910,87,146,44,1000,1819,1888,229,6,24551,187,37,3160,162,120,3019,0,19,199,15581,68,101,68,104,2816,9440,20,435,127,11,42,27,79,2677,15
108-7316-2195_1,LGAT,8547,5,2,251,37,1611,58,2,28196,1047,2094,1029,4,68,3,276,12568,7,3,35402,126,109,2175,3,20044,0,10,20,10377,42,6,1216,8,532,116,6497,46,83,2,43,572,344,104,8400,761,17,317,2253,15,87,28,36,45,310,61,4,70,95,7530,119,255,10987,25,570,1861,3297,82,156,101,3242,1890,2820,522,4,31081,591,7,2349,131,279,5334,513,35,87,20200,87,248,19,125,2970,10173,10,400,443,17,31,5,118,2482,10
108-7316-2583_1,LGAT,4277,6,2,211,88,584,108,2,5641,1509,3132,397,2,21,5,182,4983,56,10,4737,63,25,1007,0,13428,1,3,5,7419,13,2,411,36,280,73,5540,37,30,0,33,428,95,15,1136,308,30,263,3192,17,61,921,9,20,42,37,3,24,67,8983,95,126,2942,16,144,2398,4240,29,105,29,1810,832,868,157,0,22323,125,7,4118,217,97,3474,37,1548,44,9194,35,59,59,84,3418,6752,24,554,196,383,24,13,16,4166,9
108-7316-2581_1,LGAT,7911,8,0,38,56,93,61,0,3154,961,2290,62,4,33,5,207,8234,32,0,2379,48,17,813,1,13893,0,10,16,49509,14,1,646,15,393,30,5038,41,44,0,59,110,124,0,548,663,42,414,2373,101,471,337,7,31,18,12,1,50,79,7500,105,96,597,40,120,2122,13684,17,66,1,612,1101,1378,68,1,31426,295,0,3186,101,131,3399,23,687,50,16277,81,92,24,112,3156,8745,19,40,35,139,11,7,43,2980,13
108-7316-186_1,LGAT,7588,10,0,66,95,158,87,0,8416,921,1709,119,3,42,8,747,12038,4,1,488,119,5,1069,2,21025,0,21,56,5001,10,2,763,7,493,71,5513,53,26,1,58,58,79,8,423,663,14,188,1857,15,116,24,7,13,20,14,0,65,82,5388,83,290,2773,23,141,1390,11754,41,55,56,472,3206,1462,162,1,21972,326,19,2590,113,121,2966,0,23,39,16054,66,81,47,89,2746,9716,4,302,62,10,63,10,34,2654,15
108-7316-206_1,LGAT,8139,33,28,97,209,443,154,27,13651,1050,1778,327,22,49,21,385,7516,30,24,411,93,45,726,19,20653,33,27,39,3595,28,26,717,40,404,71,4952,59,35,29,81,100,72,18,287,623,48,280,2124,45,123,54,28,39,36,47,24,62,124,7183,155,418,5635,51,184,1895,12737,73,91,40,797,1844,2182,295,29,32590,170,38,2910,158,157,3853,18,57,96,16524,137,71,121,99,2646,13944,53,387,158,40,43,53,89,2483,33
108-7316-207_1,LGAT,9088,9,1,75,242,451,180,2,12354,1320,2020,426,4,41,1,197,7434,22,8,18836,137,71,1124,4,20776,2,1,1,10729,17,5,694,16,679,81,6444,40,31,0,72,44,101,2,313,754,28,341,2322,32,97,345,9,22,11,10,7,57,85,8301,149,180,2258,22,149,2079,10175,59,69,20,735,1877,1518,172,5,27297,133,19,3171,174,136,3763,36,458,99,17562,84,80,115,107,2604,10930,22,150,150,145,27,39,31,2896,21
108-7316-176_1,LGAT,11702,6,0,215,46,80,93,1,4110,1326,2600,50,15,31,3,753,22753,2,2,599,332,4,2357,0,7792,1,383,513,792,15,5,3036,5,979,226,13820,77,29,3,112,5347,327,187,232,869,38,369,2538,49,118,17,6,19,2,471,3,62,88,12870,81,58,5482,44,287,3314,19009,460,1390,56,1518,1824,1627,129,11,31960,779,19,3500,149,226,9554,7,20,17,22219,107,52,18,89,2606,16406,7,24,21,9,39,4,6,3340,16
108-7316-119_1,LGAT,7837,4,0,118,283,837,214,1,14212,1660,1922,677,13,36,6,201,8386,9,0,1108,169,13,2020,1,27092,0,3,2,8324,15,3,1187,11,547,79,6423,28,41,1,66,58,159,7,477,623,39,321,2603,25,68,10,6,39,14,11,5,35,113,9706,361,338,8280,42,191,2637,10828,90,85,49,842,1959,2069,243,1,30761,159,39,3968,190,109,4046,5,16,203,17001,91,64,142,143,3223,12391,29,333,300,7,59,34,71,3341,15
108-7316-127_1,LGAT,8125,5,7,147,236,395,144,3,13144,1291,2047,300,4,31,9,1205,6366,8,5,284,113,27,1079,2,16546,2,8,6,6153,22,6,1156,5,586,121,5522,28,9,2,43,78,101,2,560,645,24,318,2311,49,229,34,8,17,35,10,4,28,92,8579,143,248,6739,24,155,2176,8477,45,74,11,1050,2289,1883,247,11,34734,156,9,3192,152,141,4539,3,30,87,16524,101,75,91,76,2668,14580,17,345,137,13,70,25,56,2779,14
108-7316-2147_1,LGAT,7445,4,4,94,91,209,54,3,6873,1103,2171,218,4,21,7,712,5951,17,2,97,79,16,772,3,16658,4,5,10,33199,8,1,770,13,361,43,5447,25,21,5,61,31,58,3,150,596,37,243,2349,18,136,57,3,20,16,7,1,24,77,7479,163,136,2137,27,110,1961,8895,60,55,16,673,2012,1260,141,2,26247,156,3,2930,153,104,3322,5,40,58,14558,78,41,80,84,2599,9576,9,309,78,18,42,11,43,3085,8
108-7316-329_1,LGAT,5625,5,1,167,124,200,111,0,3881,998,2297,132,0,34,1,3833,6928,41,3,607,42,9,1496,0,20494,2,2,1,21181,8,2,622,8,506,110,6129,22,26,0,38,100,186,1,141,411,31,275,2166,18,102,57,1,6,3,20,1,14,71,8100,111,156,6236,17,88,2040,5259,26,34,54,1266,2398,848,81,3,26504,133,6,3047,153,131,3023,0,53,71,9876,44,38,38,69,2728,10856,17,705,101,28,59,12,19,3239,8
108-7316-397_1,LGAT,5365,11,2,95,15,422,25,1,10135,1551,3397,322,1,26,0,177,5872,28,10,9379,102,42,955,2,14017,1,6,9,2438,23,2,572,19,362,38,6857,56,50,0,25,204,147,8,2343,436,32,384,3411,11,51,91,9,33,89,29,1,74,75,9811,75,247,3587,11,283,2555,2698,49,71,26,1107,998,1483,244,9,24285,228,8,2819,130,184,5437,55,91,73,12245,43,165,15,88,3078,6680,6,157,78,28,15,2,42,3067,11
108-7316-882_1,LGAT,10721,10,5,70,38,253,40,1,4496,1274,2097,219,3,50,9,443,10668,29,4,1101,117,16,1505,6,25152,3,42,74,12040,9,3,981,11,464,119,5473,56,48,0,49,1300,236,56,551,926,29,199,2092,19,71,53,10,48,9,102,4,64,69,6815,76,203,1771,17,144,1774,9107,115,395,127,885,3812,1419,200,2,25853,357,21,2838,122,132,4755,44,46,36,19095,98,63,48,61,2613,9506,8,603,115,16,179,15,43,2799,6
112-7316-884_1,LGAT,30408,7,6,125,102,53,171,2,4143,3206,5596,48,15,60,12,364,24410,414,24,152,163,4,5520,3,63177,1,9,46,67951,41,7,2569,129,1218,245,14714,103,251,1,97,463,489,66,757,2467,222,658,6052,228,1087,78,9,170,18,60,4,134,169,15368,204,62,1140,47,297,3469,30256,162,305,156,1711,4522,3322,188,4,54420,491,48,7879,348,259,8741,403,123,109,47171,216,124,40,172,6404,40699,16,332239,31,25,53,16,29,9091,33
112-7316-460_1,LGAT,7438,4,0,47,37,157,53,0,3775,7628,18206,230,4,39,0,574,7345,2,1,696,72,10,2907,1,24072,0,1,1,3826,26,1,370,2,538,103,25298,14,33,0,34,38,178,0,319,473,257,1073,19543,20,67,709,5,30,8,4,1,27,80,35610,92,47,114,44,79,10551,4997,42,41,8,447,2060,663,97,3,16954,73,16,18537,704,261,16078,2,597,75,14887,53,23,24,196,16478,12809,21,188,76,235,25,6,25,20200,13
112-7316-370_1,LGAT,16032,19,2,127,65,823,113,3,25227,3486,6961,589,6,50,13,681,11007,19,15,39312,432,192,2541,1,38928,1,14,32,2041,26,10,2468,22,1281,225,12861,97,87,3,89,524,403,27,1131,1540,154,767,7794,33,124,245,11,48,22,74,3,144,206,17650,203,446,6472,57,411,5415,7065,174,205,211,1156,3833,3161,273,10,36712,346,181,7838,402,417,15752,92,216,132,34329,131,219,56,180,7345,18590,15,570,226,99,54,22,58,8201,22
112-7316-196_1,LGAT,18946,10,3,597,49,2516,74,0,67479,1776,3061,2167,7,123,9,540,13068,17,20,166678,336,704,886,5,27657,1,20,70,5085,43,4,3320,19,1879,86,9908,62,104,2,142,766,108,44,1138,1650,52,540,3546,13,122,756,58,88,22,45,8,78,191,11348,222,444,4868,64,494,2706,10799,286,287,393,5282,1764,3731,628,2,41094,473,68,5543,271,807,23393,28,1363,122,43630,161,163,201,162,3928,32084,5,2355,645,320,35,47,94,4578,23
112-7316-400_1,LGAT,19142,12,3,297,352,1009,390,2,34532,3438,4899,873,27,75,5,658,11235,10,0,833,289,25,1923,0,39623,0,2,3,19487,32,5,2820,25,1168,112,13365,47,44,0,117,121,186,5,911,1587,94,995,6203,74,335,19,16,34,35,17,5,41,165,22362,591,470,12109,85,288,5720,13691,165,125,62,2892,3101,4463,347,14,64576,248,33,7559,366,328,9935,2,24,364,36903,113,118,306,290,6497,37091,83,459,309,16,46,84,129,6214,20
112-7316-154_1,LGAT,12341,11,4,402,67,485,126,0,14508,2981,5565,564,12,78,4,5189,6656,8,2,130,398,12,2995,0,35560,0,3,0,33622,24,6,3339,16,1018,196,10471,39,71,1,70,113,366,2,486,851,142,665,6253,47,283,224,8,46,25,7,4,57,171,18437,298,210,4153,78,326,4914,12451,175,106,45,3306,3851,1701,422,6,89073,272,47,9871,437,322,11238,0,204,127,23736,59,58,253,161,7101,25865,17,1463,236,71,73,70,60,9535,42
112-7316-393_1,LGAT,26313,29,0,518,466,968,436,0,21853,4040,6106,862,29,107,8,772,15496,0,1,1946,354,64,2510,1,56045,0,2,5,97143,47,11,7212,9,1287,100,12544,132,148,0,85,208,234,1,327,1971,63,835,7584,92,452,61,27,82,4,23,9,228,318,22146,388,931,15512,66,284,5299,33976,171,262,218,5102,5209,3079,979,10,110682,607,33,10272,357,449,14050,0,101,335,53624,147,278,163,323,10835,40104,64,1400,393,45,87,20,154,9427,40
112-7316-173_1,LGAT,40643,70,4,325,170,547,358,0,6101,5538,8339,609,36,196,22,3730,52568,349,12,187,467,5,3236,4,90590,0,40,84,63354,69,17,3425,153,2217,240,27989,488,317,14,191,1194,497,7,842,3689,212,1024,10428,128,464,114,9,318,37,141,25,587,383,25681,624,599,8460,98,565,7038,53495,410,538,130,2557,7951,5089,405,10,112794,1274,168,13831,792,348,13463,4,106,286,88646,464,527,6,373,13740,32208,31,7547,171,32,207,1,184,14371,36
